DATEPRD,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
2008-04-18,131.5868557594334,52.89277925078568,85.14465807096833,46.442197688465065,36.14022821010023,22.79266183021408,2448.14,372536.86,2.4
2008-04-19,131.57095039223705,52.88830377386125,85.06021121804392,46.51073917419315,36.6133749676493,22.251550439980484,2513.65,383126.44,2.47
2008-04-20,131.08520645833335,52.89344083333334,84.76594322916667,46.319263229166665,37.52309291666667,23.039630833333334,2752.75,418498.59,2.7
2008-04-21,130.8051275,52.89131354166667,84.642309375,46.162818125,37.43180958333333,22.970625885416666,2752.3,426345.05,2.7
2008-04-22,130.55732697916667,52.888673645833336,84.47288333333333,46.08444364583333,37.12495635416666,22.943383125,2737.24,422378.97,2.31
2008-04-23,130.27896760416667,52.885534375,84.34897770833334,45.92998989583333,36.792124791666666,22.85847203125,2735.53,422115.01,-14.19
2008-04-24,130.06329085106384,52.88456563829787,84.27452595744681,45.78876489361702,36.84776787234043,22.781392180851064,2730.33,474459.4,93.87
2008-04-25,130.2615553125,52.890538229166665,84.37231572916667,45.889239583333335,37.13549802083333,22.82804234375,2727.65,480456.7,4.22
2008-04-26,130.57062927083334,52.897232708333334,84.45070197916667,46.11992729166667,36.70835104166667,22.94665515625,2747.01,481822.53,3.81
2008-04-27,130.20869910122488,52.90801449802078,84.85292428158836,45.355774819636515,37.87918004594466,20.642638902606038,1985.59,350826.25,2.76
2008-04-28,130.20869910122488,52.90801449802078,84.85292428158836,45.355774819636515,37.87918004594466,0.0,0.0,0.0,0.0
2008-04-29,131.84494629586567,52.75111059832644,87.34254171254027,44.502404583325394,25.757211190743952,15.22354145216629,546.58,90823.83,4.76
2008-04-30,130.64077572916668,52.88976177083333,85.20960260416666,45.431173125,34.48280583333333,16.765259895833335,3011.83,459764.68,14.0
2008-05-01,130.39431,52.91927270833333,85.05939260416666,45.33491739583334,37.10500291666666,19.18648046875,3167.59,471209.85,3.44
2008-05-02,130.5895671875,52.92625041666667,85.20381125,45.3857559375,37.95345916666667,14.647200729166666,3163.92,486368.03,4.43
2008-05-03,130.80463145833335,52.931326041666665,85.274593125,45.53003833333333,38.1647078125,22.254253958333333,3173.19,474305.4,4.44
2008-05-04,131.04409510416667,52.936365,85.35857395833334,45.685521145833334,37.719108229166665,22.701144114583332,3188.85,493120.0,4.44
2008-05-05,131.3263421875,52.940826666666666,85.46837760416666,45.857964583333334,38.15775760416667,22.811653489583335,3186.96,491322.97,4.42
2008-05-06,131.52162479166665,52.94334875,85.61828364583333,45.90334114583333,38.51248135416667,22.8303725,3176.89,489872.38,4.42
2008-05-07,131.74404583333333,52.9466984375,85.69264583333333,46.0514,38.62313208333333,22.905355937499998,3171.32,489343.07,4.29
2008-05-08,131.95937458333333,52.950826875,85.76085697916666,46.19851760416667,38.66960677083333,22.9605103125,3170.85,488607.46,4.76
2008-05-09,132.1755296875,52.954196875,85.78591072916667,46.38961895833334,38.5111721875,23.061418072916666,3188.02,489393.88,0.01
2008-05-10,132.1137375,52.95881020833333,86.3243965625,45.7893409375,38.740994791666665,22.73796359375,3415.68,524276.14,6.39
2008-05-11,132.043945,52.95949,87.23785770833334,44.806087291666664,39.376483229166666,22.20529203125,3701.51,567340.44,7.22
2008-05-12,132.043945,52.95949,88.22197936170213,43.821965638297876,39.55126553191489,21.68673239361702,4002.28,612762.21,7.62
2008-05-13,132.043945,52.95949,89.10986819148935,42.93407680851064,39.77184755319149,21.210262819148937,4253.12,648380.88,8.22
2008-05-14,132.043945,52.95949,89.170965,42.87298,39.857297708333334,21.176525729166666,4279.91,651572.53,8.29
2008-05-15,132.043945,52.95949,89.83031729166666,42.213627708333334,40.08404625,20.817987447916664,4439.62,671084.55,8.59
2008-05-16,132.043945,52.95949,90.3199,41.724045,40.132855104166666,20.551853072916664,4582.9,696343.43,8.86
2008-05-17,132.043945,52.95949,90.62966833333333,41.414276666666666,40.07948666666667,20.37409291666667,4677.42,709992.17,9.04
2008-05-18,132.043945,52.95949,90.62377416666666,41.42017083333333,40.02267979166667,20.368656302083334,4688.63,711699.89,9.07
2008-05-19,132.043945,52.95949,90.57979833333333,41.464146666666664,40.0992728125,20.384037812499997,4687.74,714081.05,9.06
2008-05-20,207.57262989583336,45.94514916666667,166.94065125,40.631978645833335,40.290496875,19.93608578125,4885.56,741919.56,9.45
2008-05-21,248.60458,39.355684999999994,208.519,40.08558,40.3901940625,19.643181197916668,5013.12,759588.91,9.69
2008-05-22,177.75509479166666,60.983764479166666,137.6449028125,40.110191979166665,40.425221354166666,19.65536541666667,5017.55,760577.09,7.7
2008-05-23,129.16626135416666,53.072438125,89.065184375,40.10107697916666,40.523965625,19.649943802083335,5019.23,760297.25,19.71
2008-05-24,129.1697484375,53.07497479166667,89.08331947916666,40.086428958333336,40.518556875,19.642693645833333,5034.28,762332.85,8019.72
2008-05-25,129.15490802083335,53.07789635416667,89.14635458333333,40.0085534375,40.5972975,19.601234427083334,5045.72,764673.62,8019.74
2008-05-26,129.1581740625,53.0805565625,89.177544375,39.9806296875,40.473432395833335,19.58624916666667,5053.01,766791.37,19.77
2008-05-27,128.9877234375,53.11438885416667,89.00253927083334,39.98518416666667,40.432278958333335,19.586819895833333,5065.87,767889.19,29.8
2008-05-28,129.21180552083334,53.085979583333334,89.13172583333333,40.0800796875,39.75109770833333,19.636251510416667,5072.27,767413.36,10.01
2008-05-29,129.22854489583332,53.088054479166665,89.12840208333333,40.1001428125,39.493818645833336,19.6473140625,5086.33,770161.99,10.04
2008-05-30,130.3229248795642,53.079202938013545,88.66130870032791,41.66161617923629,39.86832062536185,20.38131460211191,3869.22,589150.0,7.48
2008-05-31,140.50597,52.35564,139.832585,0.673385,10.89232,1.702675,0.0,0.0,0.0
2008-06-01,139.70955,52.411675,94.014735,45.694815,11.027445,19.18407,22.94,11729.2,0.04
2008-06-02,129.89740055295016,53.07436935242873,89.24853953837278,40.648861014577385,38.88605689794487,14.758236823420043,4019.51,603534.04,7.77
2008-06-03,129.54367698122115,53.08150682903477,129.54367698122115,0.0,39.606459264261474,11.886010974791375,4999.75,755898.39,9.67
2008-06-04,129.23202635416666,53.08420625,128.71715708333332,0.5148692708333333,38.94929864583333,15.7250321875,5067.01,764495.52,9.8
2008-06-05,129.2112259375,53.08759416666667,95.69757729166666,33.513648645833335,39.80156708333333,16.35159390625,5040.47,768018.95,9.75
2008-06-06,129.25856114583334,53.09075427083334,89.10686427083333,40.151696875,39.889691041666666,19.671446666666665,5058.13,763388.73,9.78
2008-06-07,129.3171534375,53.093010729166664,89.21314989583334,40.104003541666664,40.632446145833335,19.64947859375,5057.56,761308.55,184.78
2008-06-08,129.32477572916667,53.09587729166667,89.24830677083334,40.076468958333336,40.3936503125,19.627431302083334,5070.12,761089.16,9.8
2008-06-09,129.3533690625,53.0982553125,89.22429052083334,40.129078541666665,40.09007041666667,19.657200364583332,5081.36,762129.8,14.83
2008-06-10,129.37914010416668,53.100524166666666,89.28336708333333,40.095773020833334,40.32268052083333,19.638776041666667,5081.78,761130.49,9.83
2008-06-11,129.15901802083334,53.09769375,89.1850746875,39.97394333333333,40.216548020833336,19.581200572916664,5087.06,760260.45,9.84
2008-06-12,128.60514864583334,53.0893609375,88.9052059375,39.69994270833333,40.163304583333336,19.447410989583332,5060.12,757005.32,9.78
2008-06-13,128.28171114583333,53.0877746875,88.76418072916667,39.517530416666666,40.214509479166665,19.3556990625,5032.29,754387.87,9.73
2008-06-14,129.50151269214004,53.07911617011674,88.65688369286049,40.84462899927956,38.67630264551432,17.537331994150442,4332.16,651120.47,8.28
2008-06-15,128.31868729166666,53.095686875,88.94362375,39.37506354166667,40.408734270833335,18.765834270833334,5087.53,763089.71,9.84
2008-06-16,128.43245052083333,53.100172083333334,89.0154859375,39.41696458333333,40.43051895833333,19.303030260416666,5102.25,764342.55,10.0
2008-06-17,128.56112760416667,53.104144166666664,88.9783653125,39.58276229166667,39.933189375,19.372861979166665,5102.84,756365.89,9.88
2008-06-18,128.719743125,53.107719270833336,89.03963885416667,39.68010427083333,39.8661465625,19.441788645833334,5135.06,765784.34,7.17
2008-06-19,128.87420925531916,53.111259574468086,89.13647127659574,39.7377379787234,39.83990680851064,19.468392021276596,5140.62,766175.86,8.75
2008-06-20,129.8250560792889,53.10419544338917,88.83328867447716,40.99176740481174,39.48407527606371,19.973452095823575,4721.66,702550.38,9.53
2008-06-21,129.3811603125,53.10931760416667,89.151866875,40.2292934375,40.368911770833336,19.714951822916667,5037.62,750094.0,15.16
2008-06-22,129.21454968085106,53.116947234042556,89.30709425531914,39.907455425531914,39.67043808510638,14.787366117021277,5147.1,769091.42,11.35
2008-06-23,129.42448177083332,53.11992291666667,89.39736791666667,40.027113854166664,40.23909885416667,11.777365677083333,5114.6,765622.03,10.25
2008-06-24,129.5620879787234,53.123239361702126,89.50921595744681,40.0528720212766,40.43688489361702,11.71899430851064,5123.74,766123.1,11.81
2008-06-25,129.65719864583335,53.12608604166667,89.46226479166667,40.19493385416666,40.012112083333335,11.985493906250001,5135.48,767514.63,11.77
2008-06-26,129.980219332175,53.12423733200954,89.38287756587366,40.59734176630136,39.78574621867843,12.545824413032879,4232.54,639125.35,9.76
2008-06-27,129.83098395833332,53.126278125,89.61996302083334,40.2110209375,40.4901290625,12.402570416666666,5126.41,762147.27,11.8
2008-06-28,129.8055465625,53.12886354166667,89.55814291666667,40.24740364583333,40.55297375,11.7074378125,5075.74,711222.19,11.7
2008-06-29,130.27218135416666,49.193446875,90.16728885416667,40.1048925,40.193335104166664,11.793456822916667,5121.12,768245.7,11.82
2008-06-30,197.47765218749998,65.53943177083333,154.6154559375,42.86219625,39.811002083333335,14.022386145833334,4372.28,659342.57,10.1
2008-07-01,262.26613807788397,100.14135980163817,216.914204703483,45.35193337440099,38.55444874046287,15.353136456213665,3980.51,599295.69,9.18
2008-07-02,260.7220978125,100.2507134375,217.709655,43.0124428125,46.782511979166664,14.078649479166668,5114.67,766478.4,0.79
2008-07-03,262.5551559375,100.31611604166667,221.2214641666667,41.33369177083333,47.45012052083334,15.838313072916668,5083.67,762466.05,15.17
2008-07-04,258.3151273958333,100.362001875,216.46448072916667,41.85064666666667,48.091663958333335,16.281237083333334,5080.84,761637.18,4.51
2008-07-05,261.4218535416667,100.31481124999999,219.3065038541667,42.1153496875,48.15221489583333,16.697522812499997,5086.26,761985.49,11.73
2008-07-06,260.677355625,99.07786708333333,213.95043083333334,46.72692479166667,48.28309291666667,14.853805156249999,5087.7,762728.95,15.73
2008-07-07,258.18911114583335,99.30575947916667,212.549325,45.639786145833334,47.83133395833333,15.735736562500001,5094.92,764020.22,12.75
2008-07-08,260.11788010416666,100.12641343749999,213.41953791666668,46.698342187499996,47.446885208333335,15.477194947916665,5095.75,764104.54,36.05
2008-07-09,263.88522552083333,99.87901697916666,205.29658562499998,58.58863989583334,48.366643124999996,14.500409583333333,5094.03,762917.06,11.74
2008-07-10,264.50414113425717,99.69216779550983,217.84594113732527,46.65819999693192,48.20280595898638,15.53206970208018,4621.52,691133.54,10.65
2008-07-11,264.73113510136966,102.8350716560426,195.71870133088422,69.01243377048546,49.884675866666264,21.889230273064697,2855.54,426766.13,6.58
2008-07-12,271.2558062858475,101.09210199657437,210.29187457690864,60.963931708938816,39.51882824043764,22.595971627982365,686.84,151768.25,1.58
2008-07-13,262.58613989583336,104.74557041666667,168.59566739583335,93.9904725,65.73348947916666,31.05807359375,5904.64,858289.13,13.61
2008-07-14,260.35226044820854,105.09071866909521,166.19582111188498,94.15643933632354,74.07251157678796,31.100049125301396,4411.16,662383.83,10.170000000000002
2008-07-15,257.6012258510639,105.07823755319149,166.29387425531917,91.30735159574468,73.37031712765958,29.56724319148936,6836.92,1009216.13,15.76
2008-07-16,257.38996833333334,105.16352395833333,164.67481739583332,92.7151509375,76.06411020833333,30.322542552083334,6557.63,969003.9,19.76
2008-07-17,256.96312489583335,105.21484385416667,164.35878989583333,92.60433499999999,78.22804583333334,30.22661578125,6629.63,956946.01,15.280000000000001
2008-07-18,258.394626875,105.2058365625,163.94632395833332,94.44830291666668,76.8529390625,31.259753593750002,5995.91,885046.0,23.82
2008-07-19,258.57989135416665,105.21242697916666,163.91932583333335,94.66056552083333,76.33022635416667,31.3470078125,5950.66,902696.03,13.72
2008-07-20,258.5952030208333,105.2241796875,163.95468749999998,94.64051552083333,76.42595770833333,31.34683255208333,5977.040000000001,875387.74,13.77
2008-07-21,258.7406530208333,105.23437864583333,163.88208770833336,94.8585653125,76.54231770833334,62.94294760416667,5925.65,868833.02,13.66
2008-07-22,258.8531019791667,105.23835281250001,163.8876296875,94.96547229166666,77.29604364583334,31.52629484375,5884.08,864433.0,13.96
2008-07-23,258.8808578125,105.249950625,163.85262833333334,95.02822947916667,77.3935928125,31.5501528125,5894.47,866873.5700000001,13.71
2008-07-24,258.8506853125,105.25530979166666,163.87210083333332,94.97858447916667,77.2188209375,31.491810208333334,5911.48,884414.1499999999,13.7
2008-07-25,258.8906482291667,105.26446874999999,164.01368677083332,94.87696145833333,74.31198385416667,31.445459427083332,5926.969999999999,863048.79,13.78
2008-07-26,258.93852614583335,105.27124458333333,163.93259510416667,95.00593104166666,75.2619784375,31.496300260416668,5904.41,866618.47,13.68
2008-07-27,258.9945575,105.263085625,163.94499739583333,95.04956010416666,75.95540020833333,31.514324583333334,5909.64,865453.0800000001,13.59
2008-07-28,259.05246614583336,105.28426177083333,163.98422791666667,95.06823822916667,76.87721052083333,31.516321041666668,5905.84,866166.69,13.559999999999999
2008-07-29,258.8608453125,105.29190604166666,164.17420072916667,94.68664458333333,76.0403925,31.364460781250003,6016.82,881439.29,19.880000000000003
2008-07-30,258.7627091666667,105.30881864583333,164.7571559375,94.00555322916667,74.74125520833334,31.117107395833337,5987.7,874781.64,13.8
2008-07-31,259.21980489583336,105.303706875,165.45505822916667,93.76474666666667,71.04116218749999,30.992571666666667,5866.79,858970.88,10.52
2008-08-01,259.00446208333335,105.34220635416666,164.10956343750001,94.89489864583334,76.09196125,31.556995572916666,6095.34,894413.88,9.77
2008-08-02,259.0060545833333,105.34415760416667,168.7344203125,90.27163427083333,73.24683010416666,30.024410208333336,6089.46,894571.3400000001,8.54
2008-08-03,258.96251812500003,105.3484684375,164.24295625,94.71956187500001,76.26103416666666,31.62740369791667,6104.92,894381.3,9.17
2008-08-04,258.75229334722223,105.27411585416667,164.17509381944444,94.57719952777778,76.6654404375,31.39212288541667,6112.610000000001,893295.27,9.18
2008-08-05,258.8467625,105.35512895833332,164.30905489583333,94.53770760416667,76.34112697916666,31.365095416666666,6134.42,895492.6200000001,9.219999999999999
2008-08-06,259.52440998937067,105.3461873949064,164.37364131498146,95.15076867438918,76.59590522237265,31.671629678336764,1831.1799999999998,269325.75,2.75
2008-08-07,259.52440998937067,105.3461873949064,164.37364131498146,95.15076867438918,76.59590522237265,0.0,0.0,0.0,0.0
2008-08-08,266.8451900891749,104.64955931299414,167.03299412310957,99.81219596606527,52.53519754494435,34.443262796239765,1533.2,210148.12,2.3
2008-08-09,254.614430625,105.3605046875,166.53699645833333,88.07743416666666,76.7678440625,27.713408802083332,7881.25,1085545.73,11.71
2008-08-10,252.00640864583335,105.42959645833334,166.38169760416667,85.62471104166667,79.0604725,26.399467604166666,8498.16,1178432.52,12.85
2008-08-11,251.21383229166665,105.44068114583334,166.20490145833332,85.00893083333332,78.89677177083334,26.05277125,8530.49,1182739.74,12.780000000000001
2008-08-12,250.5004186968085,105.44529803191489,166.1257069880319,84.3747117087766,78.72847810062058,25.725164437056737,8544.81,1191856.78,12.84
2008-08-13,250.1923390625,105.44136947916667,165.76789166666669,84.42444739583334,78.99739083333333,25.77710661458333,8390.12,1170766.2799999998,16.04
2008-08-14,250.61652375,105.42206291666668,165.58451458333334,85.03200916666667,78.65616291666667,26.127389635416666,8029.870000000001,1201309.83,50.49
2008-08-15,249.588170625,105.43751645833333,165.24798708333333,84.34018354166666,79.76199114583333,25.671419114583333,8102.120000000001,1212947.81,86.39
2008-08-16,246.4826080208333,105.47320947916666,166.45282281250002,80.02978520833334,78.34821458333333,23.51195421875,9058.32,1321742.04,79.11
2008-08-17,245.1112490625,105.4815490625,166.04932645833333,79.06192260416667,78.76820531249999,22.989096041666667,9166.8,1339211.4,90.81
2008-08-18,244.20017010416666,105.47996604166667,165.35560697916668,78.84456312500001,79.68549041666667,22.906135885416667,9040.37,1364086.03,30.490000000000002
2008-08-19,243.25964583333334,105.47999604166667,165.00612135416668,78.25352447916666,80.14551270833334,22.613299479166667,9034.9,1362190.95,16.73
2008-08-20,242.33198750000003,105.48438458333334,164.76106947916668,77.57091802083333,80.6762909375,22.263023489583333,9013.53,1318397.29,17.15
2008-08-21,243.21587557328087,105.47006519085082,163.85956232590325,79.35631324737763,79.47397321896852,23.207863061625872,7361.25,1071124.8900000001,14.010000000000002
2008-08-22,259.1595382291667,103.38093229166667,212.0762615625,47.08327666666667,49.828109687499996,15.401266822916668,2049.86,290174.27,3.9
2008-08-23,260.4111654166667,102.80217385416667,212.87270302083334,47.538462395833335,45.21816802083333,15.674223385416667,2059.29,291279.7,3.82
2008-08-24,261.4286151041667,102.54526583333333,213.485855625,47.94275947916667,43.03847666666667,15.8506128125,2080.27,294693.68,3.96
2008-08-25,262.41878510416666,102.38388864583334,214.16232364583334,48.256461458333334,43.16555979166667,16.00652708333333,2089.77,293955.38,3.98
2008-08-26,263.39820645833333,102.27493,214.91497208333334,48.483234375,44.3479828125,16.064181666666666,2093.46,293973.81,3.97
2008-08-27,263.9129615625,102.17406114583333,215.28082885416666,48.63213270833333,43.9717290625,16.222648489583335,2084.4,295564.57,40.33
2008-08-28,263.70948934117916,102.07798465536094,197.38646729737837,66.32302204380082,47.52209116124303,25.193935869334723,2086.63,305319.46,4.1
2008-08-29,263.32883770833337,102.01779604166666,165.3376853125,97.99115239583332,46.437334479166665,40.99268901041667,2189.55,318561.33,4.46
2008-08-30,263.6177008333333,101.96548041666668,171.36362229166667,92.25407854166667,43.9901953125,38.11417901041666,2058.63,297315.78,1.82
2008-08-31,260.2561000518551,105.02537599672871,163.6347190566301,96.62138099522502,64.15503659761134,32.33976360341884,2098.6800000000003,290723.03,4.04
2008-09-01,264.28573395833337,102.73458572916667,164.67869072916668,99.60704322916666,43.99344541666667,33.889833958333334,2029.12,284059.33,2.17
2008-09-02,260.23358662631284,105.10234508064721,163.29669747926044,96.93688914705236,67.48222495210673,32.42320098970039,2182.67,304456.81,1.28
2008-09-03,264.35001927083334,104.50183864583335,162.30073625,102.04928302083334,44.978518541666666,35.01465479166667,2164.78,298774.41,0.8
